conversation_id,conversation,profanity,sensitive_data_compliance
695b8667-5b26-45bb-8fbc-cc57fc8ce387,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark calling from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""I'm doing alright, thanks. What is this about?"", ""stime"": 8, ""etime"": 12}, {""speaker"": ""Agent"", ""text"": ""I\u2019m calling regarding your outstanding balance with ABC Bank. To verify your identity, could you please provide your date of birth?"", ""stime"": 11, ""etime"": 22}, {""speaker"": ""Customer"", ""text"": ""Sure, it's July 15, 1990."", ""stime"": 23, ""etime"": 25}, {""speaker"": ""Agent"", ""text"": ""Thank you for that information. Can you also confirm your current address for me?"", ""stime"": 24, ""etime"": 32}, {""speaker"": ""Customer"", ""text"": ""Yes, it's 123 Maple Street, Springfield."", ""stime"": 33, ""etime"": 36}, {""speaker"": ""Agent"", ""text"": ""Great! I can confirm your account. You currently have an outstanding balance of $250. How would you like to proceed with this?"", ""stime"": 35, ""etime"": 45}, {""speaker"": ""Customer"", ""text"": ""I can pay $100 now and the rest later."", ""stime"": 46, ""etime"": 50}, {""speaker"": ""Agent"", ""text"": ""That sounds reasonable. I can help you with that payment. Would you like to make the payment via credit card or bank transfer?"", ""stime"": 49, ""etime"": 60}, {""speaker"": ""Customer"", ""text"": ""I prefer to use my credit card."", ""stime"": 61, ""etime"": 64}, {""speaker"": ""Agent"", ""text"": ""Alright, I\u2019ll guide you through the process. Can you please provide your credit card number?"", ""stime"": 65, ""etime"": 73}, {""speaker"": ""Customer"", ""text"": ""Yes, it's 4111 1111 1111 1111."", ""stime"": 74, ""etime"": 78}, {""speaker"": ""Agent"", ""text"": ""Thank you! I will process that payment for $100 now. You will receive a confirmation shortly."", ""stime"": 79, ""etime"": 88}, {""speaker"": ""Customer"", ""text"": ""Thank you for your help!"", ""stime"": 89, ""etime"": 92}, {""speaker"": ""Agent"", ""text"": ""You're welcome! Have a great day!"", ""stime"": 93, ""etime"": 97}]",Not Found,Not Found
a89120c1-1f8f-4197-9c86-4c39996b637f,"[{""speaker"": ""Customer"", ""text"": ""You have reached the voicemail of Sarah Johnson. Please leave a message after the beep."", ""stime"": 0, ""etime"": 8}, {""speaker"": ""Agent"", ""text"": ""Hi Sarah, this is Mark from Debt Solutions. I'm reaching out about your overdue payment."", ""stime"": 9, ""etime"": 19}, {""speaker"": ""Customer"", ""text"": ""Beep."", ""stime"": 20, ""etime"": 21}, {""speaker"": ""Agent"", ""text"": ""You can reach us at one eight hundred two two two seven two two two to discuss your options."", ""stime"": 21, ""etime"": 32}, {""speaker"": ""Customer"", ""text"": ""Thank you for your message."", ""stime"": 33, ""etime"": 36}]",Not Found,Not Found
ce11850d-6743-47cc-be50-2ffda1d2ea0e,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""Hi Mark, I\u2019m doing alright. What\u2019s this about?"", ""stime"": 8, ""etime"": 12}, {""speaker"": ""Agent"", ""text"": ""I\u2019m reaching out regarding your account with Fast Loan Co. Could you please confirm your identity for security purposes?"", ""stime"": 11, ""etime"": 20}, {""speaker"": ""Customer"", ""text"": ""Sure, what do you need from me?"", ""stime"": 19, ""etime"": 22}, {""speaker"": ""Agent"", ""text"": ""Could you provide your full name and the last four digits of your Social Security number?"", ""stime"": 21, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""My name is Jamie Taylor, and the last four digits are 1234."", ""stime"": 29, ""etime"": 35}, {""speaker"": ""Agent"", ""text"": ""Thank you, Jamie. I see here you have an outstanding balance of $400 on your account. How would you like to proceed?"", ""stime"": 34, ""etime"": 45}, {""speaker"": ""Customer"", ""text"": ""That\u2019s a lot. Can I set up a payment plan?"", ""stime"": 44, ""etime"": 49}, {""speaker"": ""Agent"", ""text"": ""Yes, we can definitely do that! Typically, we can arrange a plan of $100 a month. Does that work for you?"", ""stime"": 48, ""etime"": 58}, {""speaker"": ""Customer"", ""text"": ""That sounds manageable. What do I need to do?"", ""stime"": 57, ""etime"": 61}, {""speaker"": ""Agent"", ""text"": ""I\u2019ll send the agreement to your email. Please sign it and return it to us."", ""stime"": 60, ""etime"": 67}, {""speaker"": ""Customer"", ""text"": ""Okay, I\u2019ll keep an eye out for that."", ""stime"": 66, ""etime"": 70}, {""speaker"": ""Agent"", ""text"": ""Thank you, Jamie. If you have any questions, feel free to call back."", ""stime"": 69, ""etime"": 76}, {""speaker"": ""Customer"", ""text"": ""Thanks, Mark. I appreciate your help."", ""stime"": 75, ""etime"": 80}]",Not Found,Not Found
34afbce9-7315-4a25-826b-5d70446a5dd8,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""I'm fine, but I don't appreciate these calls. What do you want?"", ""stime"": 6.5, ""etime"": 11}, {""speaker"": ""Agent"", ""text"": ""I understand your frustration. I'm calling about your overdue account with ABC Services."", ""stime"": 10, ""etime"": 19}, {""speaker"": ""Customer"", ""text"": ""I've told you before to stop calling me. I want my number on the do not call list!"", ""stime"": 18, ""etime"": 25}, {""speaker"": ""Agent"", ""text"": ""I'm really sorry for the inconvenience. Let me assist you with that right away."", ""stime"": 24, ""etime"": 31}, {""speaker"": ""Customer"", ""text"": ""Please make sure it's done. I don't want to hear from you again."", ""stime"": 30, ""etime"": 36}, {""speaker"": ""Agent"", ""text"": ""I assure you, I will mark your number as do not call immediately."", ""stime"": 35, ""etime"": 42}, {""speaker"": ""Customer"", ""text"": ""Thank you. I hope this time it works."", ""stime"": 41, ""etime"": 45}, {""speaker"": ""Agent"", ""text"": ""You're welcome. Your number is now on the do not call list."", ""stime"": 44, ""etime"": 51}]",Not Found,Not Found
3e6dde01-1a46-42b4-92dd-0a211185e660,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark from Debt Solutions. How are you today?"", ""stime"": 0, ""etime"": 5}, {""speaker"": ""Customer"", ""text"": ""What the hell do you want? I've told you to leave me alone!"", ""stime"": 5.5, ""etime"": 9}, {""speaker"": ""Agent"", ""text"": ""I understand your frustration. I'm just here to discuss your account. Can you verify your date of birth for security purposes?"", ""stime"": 8, ""etime"": 16}, {""speaker"": ""Customer"", ""text"": ""Why the f*** should I give you anything? You don't have the right to call me!"", ""stime"": 15, ""etime"": 21}, {""speaker"": ""Agent"", ""text"": ""I assure you I'm just doing my job. I need to verify your information. Can you provide your address, please?"", ""stime"": 20, ""etime"": 27}, {""speaker"": ""Customer"", ""text"": ""Why don\u2019t you shove it? I\u2019m not telling you a damn thing!"", ""stime"": 26, ""etime"": 31}, {""speaker"": ""Agent"", ""text"": ""I respect your privacy, but without verification, I'm unable to discuss your account details. Can you just confirm your city?"", ""stime"": 30, ""etime"": 39}, {""speaker"": ""Customer"", ""text"": ""You know what? You people are just a bunch of thieves! I don\u2019t owe you anything!"", ""stime"": 38, ""etime"": 44}, {""speaker"": ""Agent"", ""text"": ""I can assure you we are here to help you, not to steal from you. Please verify your street address so we can move forward."", ""stime"": 43, ""etime"": 52}, {""speaker"": ""Customer"", ""text"": ""F*** off! I\u2019m not giving you a single piece of info!"", ""stime"": 51, ""etime"": 56}, {""speaker"": ""Agent"", ""text"": ""I completely understand your hesitation. However, without confirmation, I can't provide you with any information about your account. I\u2019m here to assist you."", ""stime"": 55, ""etime"": 65}, {""speaker"": ""Customer"", ""text"": ""I don\u2019t want your help! Just stop calling me already!"", ""stime"": 64, ""etime"": 70}, {""speaker"": ""Agent"", ""text"": ""I apologize for the inconvenience. If you rather not discuss this now, I can note it and try again later. Just let me know."", ""stime"": 69, ""etime"": 77}, {""speaker"": ""Customer"", ""text"": ""You\u2019re wasting my time, you know that? I\u2019m done! Just get lost!"", ""stime"": 76, ""etime"": 82}, {""speaker"": ""Agent"", ""text"": ""Understood. Thank you for speaking with me today. If you change your mind, we're here to assist you anytime. Goodbye."", ""stime"": 81, ""etime"": 90}]",Found,Not Found
5a19fa85-a36e-446a-9eee-0cc131345156,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is James from National Collections. How are you today?"", ""stime"": 0, ""etime"": 8}, {""speaker"": ""Customer"", ""text"": ""I'm doing well, thank you. What is this about?"", ""stime"": 9, ""etime"": 13}, {""speaker"": ""Agent"", ""text"": ""I appreciate your response. I'm calling about your account with XYZ Credit. Can you please verify your date of birth?"", ""stime"": 12, ""etime"": 22}, {""speaker"": ""Customer"", ""text"": ""Sure, it's February 14, 1985."", ""stime"": 23, ""etime"": 27}, {""speaker"": ""Agent"", ""text"": ""Thank you for that information. Can you also confirm your current address?"", ""stime"": 26, ""etime"": 34}, {""speaker"": ""Customer"", ""text"": ""Yes, I live at 123 Maple Drive, Springfield."", ""stime"": 35, ""etime"": 40}, {""speaker"": ""Agent"", ""text"": ""Thank you for confirming your identity. You currently have an outstanding balance of $250. How would you like to proceed with payment?"", ""stime"": 39, ""etime"": 50}, {""speaker"": ""Customer"", ""text"": ""Can I pay that online?"", ""stime"": 51, ""etime"": 54}, {""speaker"": ""Agent"", ""text"": ""Yes, you can. I can provide you with the payment link."", ""stime"": 53, ""etime"": 59}, {""speaker"": ""Customer"", ""text"": ""That would be great. Thank you!"", ""stime"": 60, ""etime"": 63}, {""speaker"": ""Agent"", ""text"": ""You're welcome! I will send that link to your email right after this call."", ""stime"": 62, ""etime"": 68}, {""speaker"": ""Customer"", ""text"": ""Sounds good. I appreciate your help."", ""stime"": 67, ""etime"": 71}, {""speaker"": ""Agent"", ""text"": ""It's my pleasure. Thank you for your time and have a great day!"", ""stime"": 70, ""etime"": 76}, {""speaker"": ""Customer"", ""text"": ""You too, bye!"", ""stime"": 75, ""etime"": 78}]",Not Found,Not Found
391b2314-8da8-4e6f-9171-ebb33cb39083,"[{""speaker"": ""Agent"", ""text"": ""Hello, is this Mr. Thompson?"", ""stime"": 0, ""etime"": 5}, {""speaker"": ""Customer"", ""text"": ""Yes, this is he. Who's calling?"", ""stime"": 4.5, ""etime"": 9}, {""speaker"": ""Agent"", ""text"": ""My name is Sarah, and I'm calling from XYZ Collections regarding your account. Can you please verify your date of birth?"", ""stime"": 8, ""etime"": 19}, {""speaker"": ""Customer"", ""text"": ""Sure, it's June 15, 1985."", ""stime"": 18.5, ""etime"": 21}, {""speaker"": ""Agent"", ""text"": ""Thank you for that information. Could you also confirm your current address?"", ""stime"": 20, ""etime"": 27}, {""speaker"": ""Customer"", ""text"": ""It's 456 Maple Street, Springfield."", ""stime"": 26, ""etime"": 30}, {""speaker"": ""Agent"", ""text"": ""Thank you for confirming. I see that your account has a balance of $750. Would you like to discuss payment options?"", ""stime"": 29, ""etime"": 39}, {""speaker"": ""Customer"", ""text"": ""I can make a payment today. What are my options?"", ""stime"": 38, ""etime"": 42}, {""speaker"": ""Agent"", ""text"": ""You can pay by credit card over the phone, or through our online portal. Which would you prefer?"", ""stime"": 41, ""etime"": 51}, {""speaker"": ""Customer"", ""text"": ""I prefer the online portal, please."", ""stime"": 50, ""etime"": 54}, {""speaker"": ""Agent"", ""text"": ""Great choice! I'll send you a link to your email. Can you confirm your email address?"", ""stime"": 53, ""etime"": 62}, {""speaker"": ""Customer"", ""text"": ""It's thompson85@email.com."", ""stime"": 61, ""etime"": 64}, {""speaker"": ""Agent"", ""text"": ""Thank you, Mr. Thompson. You will receive the link shortly. Is there anything else I can assist you with today?"", ""stime"": 63, ""etime"": 73}, {""speaker"": ""Customer"", ""text"": ""No, that's all. Thank you for your help."", ""stime"": 72, ""etime"": 76}, {""speaker"": ""Agent"", ""text"": ""You're welcome! Have a great day."", ""stime"": 75, ""etime"": 80}]",Not Found,Not Found
1f20a811-7d15-4fc0-b718-effedcc09c13,"[{""speaker"": ""Agent"", ""text"": ""Hello, is this Mr. Johnson?"", ""stime"": 0, ""etime"": 5}, {""speaker"": ""Customer"", ""text"": ""Yes, this is he. Who is this?"", ""stime"": 6, ""etime"": 10}, {""speaker"": ""Agent"", ""text"": ""My name is Sarah from XYZ Collections. How are you today?"", ""stime"": 9, ""etime"": 15}, {""speaker"": ""Customer"", ""text"": ""I'm doing fine, thank you. What's this about?"", ""stime"": 16, ""etime"": 20}, {""speaker"": ""Agent"", ""text"": ""I\u2019m calling regarding an outstanding balance on your account. Before we proceed, can you please verify your date of birth for security?"", ""stime"": 19, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""Sure, it\u2019s July 5, 1985."", ""stime"": 31, ""etime"": 35}, {""speaker"": ""Agent"", ""text"": ""Thank you for that information. Can you also confirm your current address?"", ""stime"": 34, ""etime"": 40}, {""speaker"": ""Customer"", ""text"": ""I live at 123 Elm Street, Springfield."", ""stime"": 41, ""etime"": 45}, {""speaker"": ""Agent"", ""text"": ""Thank you, Mr. Johnson. I can confirm your account with a balance of $250. How would you like to handle this today?"", ""stime"": 44, ""etime"": 55}, {""speaker"": ""Customer"", ""text"": ""I can pay $100 right now and the rest later."", ""stime"": 56, ""etime"": 60}, {""speaker"": ""Agent"", ""text"": ""That sounds good. I can set up a payment plan for the remaining balance. Would you prefer to pay with a card or bank transfer?"", ""stime"": 60, ""etime"": 70}, {""speaker"": ""Customer"", ""text"": ""I'll use my credit card."", ""stime"": 71, ""etime"": 75}, {""speaker"": ""Agent"", ""text"": ""Great! I\u2019ll guide you through the payment process now. Thank you for your cooperation."", ""stime"": 74, ""etime"": 82}, {""speaker"": ""Customer"", ""text"": ""Thank you for your help."", ""stime"": 83, ""etime"": 85}]",Not Found,Not Found
171ab2df-da45-49bc-9a7f-e2b0978c6972,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Lisa from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 8}, {""speaker"": ""Customer"", ""text"": ""I'm fine, but why are you calling me?"", ""stime"": 8.5, ""etime"": 11}, {""speaker"": ""Agent"", ""text"": ""I'm reaching out regarding your outstanding balance with XYZ Bank. We need to discuss your account."", ""stime"": 10, ""etime"": 20}, {""speaker"": ""Customer"", ""text"": ""I don\u2019t want to talk about it. Please put me on your do not call list."", ""stime"": 21, ""etime"": 25}, {""speaker"": ""Agent"", ""text"": ""I completely understand. I apologize for the inconvenience. Let me ensure your number is marked as do not call."", ""stime"": 24, ""etime"": 34}, {""speaker"": ""Customer"", ""text"": ""Thank you. I really don\u2019t want any more calls."", ""stime"": 35, ""etime"": 39}, {""speaker"": ""Agent"", ""text"": ""You're welcome. I've processed your request to be added to the do not call list."", ""stime"": 40, ""etime"": 49}]",Not Found,Not Found
d78c5a90-2f3c-4657-a121-9d5778b051bf,"[{""speaker"": ""Agent"", ""text"": ""Hello, is this Mark Reynolds? This is Lisa calling from XYZ Collections."", ""stime"": 0, ""etime"": 8}, {""speaker"": ""Customer"", ""text"": ""No, this is not Mark. You must have the wrong number."", ""stime"": 8.5, ""etime"": 11}, {""speaker"": ""Agent"", ""text"": ""I apologize. I'm calling about an outstanding balance on an account with ABC Credit."", ""stime"": 10, ""etime"": 20}, {""speaker"": ""Customer"", ""text"": ""I really have no idea what you're talking about. I don\u2019t owe anything."", ""stime"": 19, ""etime"": 22}, {""speaker"": ""Agent"", ""text"": ""I understand, and I\u2019m sorry for the confusion. Can I confirm your name, just to update our records?"", ""stime"": 21, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""It's Sarah Thompson. I can assure you, I don\u2019t have any debts."", ""stime"": 29, ""etime"": 34}, {""speaker"": ""Agent"", ""text"": ""Thank you, Sarah. I will remove this number from our call list. Sorry for the inconvenience."", ""stime"": 33, ""etime"": 43}, {""speaker"": ""Customer"", ""text"": ""Thanks for understanding. Have a good day."", ""stime"": 42, ""etime"": 47}, {""speaker"": ""Agent"", ""text"": ""You too! Goodbye."", ""stime"": 46, ""etime"": 50}]",Not Found,Not Found
40b40ec2-8ce2-47a8-b9d4-621285d7b484,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark calling from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""I'm okay, just busy. What is this about?"", ""stime"": 8, ""etime"": 12}, {""speaker"": ""Agent"", ""text"": ""I understand, I will be brief. I'm calling regarding your outstanding balance with Quick Loans. Can you confirm your name for me?"", ""stime"": 11, ""etime"": 20}, {""speaker"": ""Customer"", ""text"": ""Sure, it's Lisa Green."", ""stime"": 21, ""etime"": 24}, {""speaker"": ""Agent"", ""text"": ""Thank you, Lisa. You currently have a balance of $450. How would you like to proceed with the payment?"", ""stime"": 23, ""etime"": 32}, {""speaker"": ""Customer"", ""text"": ""I need more information before I decide."", ""stime"": 33, ""etime"": 36}, {""speaker"": ""Agent"", ""text"": ""Of course! Your last payment was made in January, and your balance has been accumulating since then. Would you like to set up a payment plan?"", ""stime"": 35, ""etime"": 45}, {""speaker"": ""Customer"", ""text"": ""I might consider that. What are the options?"", ""stime"": 46, ""etime"": 50}, {""speaker"": ""Agent"", ""text"": ""We can do weekly or monthly payments. For example, a monthly payment of $150 would work for you."", ""stime"": 49, ""etime"": 58}, {""speaker"": ""Customer"", ""text"": ""That sounds reasonable, but I need to think it over."", ""stime"": 59, ""etime"": 62}, {""speaker"": ""Agent"", ""text"": ""I understand. Please let me know if you have any questions. Can I count on you to respond by the end of the week?"", ""stime"": 63, ""etime"": 72}, {""speaker"": ""Customer"", ""text"": ""Yes, I'll get back to you. Thank you."", ""stime"": 71, ""etime"": 74}, {""speaker"": ""Agent"", ""text"": ""You're welcome, Lisa. Have a great day!"", ""stime"": 75, ""etime"": 78}, {""speaker"": ""Customer"", ""text"": ""You too, bye."", ""stime"": 79, ""etime"": 82}]",Not Found,Not Found
6eec7cee-53f4-4bc2-8b01-5334b32c565c,"[{""speaker"": ""Customer"", ""text"": ""You have reached out to a voicemail. Please leave a message at the tone."", ""stime"": 0, ""etime"": 8}, {""speaker"": ""Agent"", ""text"": ""Hello, this is Jamie from ABC Collections. I'm calling regarding your past due balance."", ""stime"": 6, ""etime"": 15}, {""speaker"": ""Customer"", ""text"": ""To leave a message, please state your name and number after the tone. Thank you."", ""stime"": 12, ""etime"": 20}, {""speaker"": ""Agent"", ""text"": ""You can reach me at 1-800-555-1234. It's important to address this matter as soon as possible."", ""stime"": 18, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""Have a great day!"", ""stime"": 25, ""etime"": 30}]",Not Found,Not Found
bc3cb988-a172-45f0-89a4-c59d4c9cc7a1,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""I'm doing okay, thanks. What can I help you with?"", ""stime"": 8, ""etime"": 12}, {""speaker"": ""Agent"", ""text"": ""I'm reaching out regarding an outstanding balance on your account. Before we proceed, can you please verify your date of birth?"", ""stime"": 11, ""etime"": 23}, {""speaker"": ""Customer"", ""text"": ""Sure, it's July 14, 1985."", ""stime"": 22, ""etime"": 25}, {""speaker"": ""Agent"", ""text"": ""Thank you for that confirmation. Can you also provide the address associated with the account for further verification?"", ""stime"": 24, ""etime"": 35}, {""speaker"": ""Customer"", ""text"": ""Yes, it's 123 Maple Street, Springfield."", ""stime"": 36, ""etime"": 40}, {""speaker"": ""Agent"", ""text"": ""Great, I can confirm your identity. You currently have an outstanding balance of $250. How would you like to proceed with the payment?"", ""stime"": 39, ""etime"": 50}, {""speaker"": ""Customer"", ""text"": ""I can pay $100 today and the rest next week."", ""stime"": 51, ""etime"": 57}, {""speaker"": ""Agent"", ""text"": ""That sounds good. Let's set up the $100 payment for today. Which method would you prefer?"", ""stime"": 56, ""etime"": 64}, {""speaker"": ""Customer"", ""text"": ""I\u2019d like to use my credit card."", ""stime"": 65, ""etime"": 68}, {""speaker"": ""Agent"", ""text"": ""Perfect. Please provide your credit card details so I can process this payment."", ""stime"": 67, ""etime"": 77}, {""speaker"": ""Customer"", ""text"": ""Okay, the number is 4111-1111-1111-1111."", ""stime"": 78, ""etime"": 81}, {""speaker"": ""Agent"", ""text"": ""Thank you. I\u2019ll process that now. You will receive a confirmation email shortly."", ""stime"": 80, ""etime"": 89}, {""speaker"": ""Customer"", ""text"": ""Thanks for your help!"", ""stime"": 90, ""etime"": 93}, {""speaker"": ""Agent"", ""text"": ""You're welcome! Have a great day."", ""stime"": 92, ""etime"": 97}]",Not Found,Not Found
73a011af-5fcc-458b-9ae5-48c7367eab5d,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Sarah from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""I'm doing alright, thanks. What is this about?"", ""stime"": 6.5, ""etime"": 10}, {""speaker"": ""Agent"", ""text"": ""I'm glad to hear that. I'm calling regarding an outstanding account. Can you please confirm your date of birth for verification?"", ""stime"": 9, ""etime"": 22}, {""speaker"": ""Customer"", ""text"": ""Sure, it's February 14th, 1990."", ""stime"": 21, ""etime"": 25}, {""speaker"": ""Agent"", ""text"": ""Thank you for that. Could you also provide your current address to further verify your identity?"", ""stime"": 24, ""etime"": 34}, {""speaker"": ""Customer"", ""text"": ""Yes, I live at 123 Maple Street, Springfield."", ""stime"": 33, ""etime"": 38}, {""speaker"": ""Agent"", ""text"": ""I appreciate your confirmation. You currently have a balance of $450 on your account. How would you like to proceed with the payment?"", ""stime"": 37, ""etime"": 50}, {""speaker"": ""Customer"", ""text"": ""I can pay $100 today and the rest later."", ""stime"": 49, ""etime"": 53}, {""speaker"": ""Agent"", ""text"": ""That sounds good. I can help you process that payment right now. Would you like to use a credit card?"", ""stime"": 52, ""etime"": 62}, {""speaker"": ""Customer"", ""text"": ""Yes, I'll use my Visa card."", ""stime"": 61, ""etime"": 64}, {""speaker"": ""Agent"", ""text"": ""Perfect. Can you please provide me with the card number?"", ""stime"": 63, ""etime"": 66}, {""speaker"": ""Customer"", ""text"": ""It's 4111 1111 1111 1111."", ""stime"": 65, ""etime"": 68}, {""speaker"": ""Agent"", ""text"": ""Thank you. Just one moment while I process that for you."", ""stime"": 67, ""etime"": 74}, {""speaker"": ""Customer"", ""text"": ""Okay, I'm waiting."", ""stime"": 73, ""etime"": 76}, {""speaker"": ""Agent"", ""text"": ""All done! Your payment has been processed. Thank you for your cooperation."", ""stime"": 75, ""etime"": 85}]",Not Found,Not Found
03132d8f-6a7d-47d0-9540-c6a0ac32d946,"[{""speaker"": ""Customer"", ""text"": ""You have reached the voicemail of John Smith. Please leave a message after the beep."", ""stime"": 0, ""etime"": 8}, {""speaker"": ""Agent"", ""text"": ""Hello John, this is Lisa from Stellar Collections. I am calling about your overdue balance."", ""stime"": 9, ""etime"": 20}, {""speaker"": ""Customer"", ""text"": ""To leave a message, please include your name and number."", ""stime"": 21, ""etime"": 30}, {""speaker"": ""Agent"", ""text"": ""It's important to discuss your options for the account. You can reach me at 1-800-555-0199."", ""stime"": 31, ""etime"": 42}, {""speaker"": ""Customer"", ""text"": ""Thank you for your message. I will get back to you as soon as possible."", ""stime"": 43, ""etime"": 52}]",Not Found,Not Found
4f05aaff-585f-485f-90a1-60d027ec6e46,"[{""speaker"": ""Agent"", ""text"": ""Hello, this is Mark calling from XYZ Collections. Am I speaking with John?"", ""stime"": 0, ""etime"": 7}, {""speaker"": ""Customer"", ""text"": ""Yes, this is John. How can I help you?"", ""stime"": 7.5, ""etime"": 10}, {""speaker"": ""Agent"", ""text"": ""I need to verify your identity before we proceed. Can you give me your date of birth or address?"", ""stime"": 10, ""etime"": 20}, {""speaker"": ""Customer"", ""text"": ""Sure, it's March 15, 1985."", ""stime"": 19, ""etime"": 22}, {""speaker"": ""Agent"", ""text"": ""Alright, thanks. Now, you\u2019ve got an overdue balance of $500. What the hell are you going to do about it?"", ""stime"": 21, ""etime"": 30}, {""speaker"": ""Customer"", ""text"": ""I\u2019m working on it and plan to make a payment soon."", ""stime"": 30.5, ""etime"": 34}, {""speaker"": ""Agent"", ""text"": ""You say that every damn time! What\u2019s stopping you from sorting this out now?"", ""stime"": 33, ""etime"": 40}, {""speaker"": ""Customer"", ""text"": ""I understand your frustration, but I assure you I'm doing my best."", ""stime"": 39, ""etime"": 44}, {""speaker"": ""Agent"", ""text"": ""Yeah, right! Spare me the excuses! You\u2019re just wasting time here!"", ""stime"": 43, ""etime"": 51}, {""speaker"": ""Customer"", ""text"": ""I would appreciate it if we could keep this professional."", ""stime"": 50, ""etime"": 54}, {""speaker"": ""Agent"", ""text"": ""Professional? You think I\u2019m playing games? Get your shit together!"", ""stime"": 53, ""etime"": 60}, {""speaker"": ""Customer"", ""text"": ""I will make sure to pay what I owe. Thank you for your time."", ""stime"": 60.5, ""etime"": 64}, {""speaker"": ""Agent"", ""text"": ""Whatever, just make sure you do it or I\u2019ll be back on your ass!"", ""stime"": 63, ""etime"": 70}, {""speaker"": ""Customer"", ""text"": ""Goodbye."", ""stime"": 70.5, ""etime"": 72}]",Found,Not Found
695904d8-1095-4980-b16a-fb854ee8284d,"[{""speaker"": ""Agent"", ""text"": ""Hello, is this Mr. Thompson? This is Sarah calling from XYZ Collections. How are you today?"", ""stime"": 0, ""etime"": 8}, {""speaker"": ""Customer"", ""text"": ""Yes, this is him. I'm doing fine, thank you."", ""stime"": 9, ""etime"": 12}, {""speaker"": ""Agent"", ""text"": ""I'm glad to hear that. I'm reaching out regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?"", ""stime"": 13, ""etime"": 24}, {""speaker"": ""Customer"", ""text"": ""Sure, it's July 15, 1985."", ""stime"": 25, ""etime"": 27}, {""speaker"": ""Agent"", ""text"": ""Thank you for that information. Can you confirm your current address for me as well?"", ""stime"": 28, ""etime"": 32}, {""speaker"": ""Customer"", ""text"": ""Yes, it's 123 Main Street, Springfield."", ""stime"": 33, ""etime"": 36}, {""speaker"": ""Agent"", ""text"": ""Thank you for confirming your details. I see a balance of $450 on your account. How would you like to handle this?"", ""stime"": 37, ""etime"": 47}, {""speaker"": ""Customer"", ""text"": ""I can pay part of it today, maybe $200."", ""stime"": 48, ""etime"": 52}, {""speaker"": ""Agent"", ""text"": ""That sounds good. Would you like to pay that by credit card or debit card?"", ""stime"": 53, ""etime"": 59}, {""speaker"": ""Customer"", ""text"": ""I'll use my credit card."", ""stime"": 60, ""etime"": 62}, {""speaker"": ""Agent"", ""text"": ""Great! Please provide your card number when you\u2019re ready."", ""stime"": 63, ""etime"": 65}, {""speaker"": ""Customer"", ""text"": ""It's 1234-5678-9012-3456."", ""stime"": 66, ""etime"": 69}, {""speaker"": ""Agent"", ""text"": ""Thank you, Mr. Thompson. Your payment is being processed. Is there anything else I can assist you with today?"", ""stime"": 70, ""etime"": 79}, {""speaker"": ""Customer"", ""text"": ""No, that will be all. Thanks for your help!"", ""stime"": 80, ""etime"": 83}, {""speaker"": ""Agent"", ""text"": ""You're welcome! Thank you for your payment. Have a great day."", ""stime"": 84, ""etime"": 90}]",Not Found,Not Found
